seq;GEORGE
10728;Não
10729;Não
10728;Não
229;Não
228;Não
227;Não
229;Não
228;Não
227;Não
25090;Não
20944;Não
25090;Não
20944;Não
186;Não
186;Não
10458;Não
10456;Não
10455;Não
10454;Não
10453;Não
10452;Não
10451;Não
10450;Não
10449;Não
10458;Não
10456;Não
38907;SIM
38904;SIM
10455;Não
10454;Não
10453;Não
10452;Não
10451;Não
10450;Não
10449;Não
12976;Não
12974;Não
12972;Não
12944;Não
12912;Não
12911;Não
12910;Não
12976;Não
12974;Não
12972;Não
12944;Não
12912;Não
12911;Não
12910;Não
12973;Não
12966;Não
38619;SIM
12943;Não
12914;Não
12913;Não
12905;Não
12903;Não
12902;Não
12973;Não
12966;Não
12943;Não
12914;Não
12913;Não
12905;Não
12903;Não
12902;Não
8131;Sim
8085;Sim
7956;Sim
7584;Sim
7390;Sim
7383;Sim
8131;Sim
8085;Sim
7956;Sim
7584;Sim
7390;Sim
7383;Sim
45357;Sim
45357;Sim
24721;Sim
24716;Sim
24721;Sim
24716;Sim
55210;Sim
55199;Sim
55210;Sim
55199;Sim
23065;Sim
23062;Sim
23061;Sim
23060;Sim
23059;Sim
23043;Sim
23041;Sim
23028;Sim
23020;Sim
23065;Sim
23062;Sim
23061;Sim
23060;Sim
23059;Sim
23043;Sim
23041;Sim
23028;Sim
23020;Sim
38458;Não
38458;Não
39175;Não
39173;Não
39172;Não
39137;Não
39131;Não
39013;Não
38521;Não
38197;Não
39175;Não
39173;Não
39172;Não
39137;Não
39131;Não
39013;Não
38521;Não
38197;Não
40753;Não
40753;Não
47244;Não
47244;Não
41448;Não
41448;Não
8173;Não
8172;Não
8171;Não
8170;Não
8168;Não
8173;Não
8172;Não
8171;Não
8170;Não
8168;Não
45399;Não
45399;Não
56;Não
56;Não
11183;Não
11157;Não
11156;Não
11183;Não
11157;Não
37877;SIM
11156;Não
8953;Não
8953;Não
10573;Não
10573;Não
24173;Não
24173;Não
14226;Não
14226;Não
8817;Não
8817;Não
235;Não
234;Não
189;Não
188;Não
187;Não
90;Não
79;Não
78;Não
76;Não
64;Não
63;Não
62;Não
51;Não
49;Não
31;Não
30;Não
28;Não
235;Não
234;Não
189;Não
188;Não
187;Não
90;Não
79;Não
78;Não
76;Não
64;Não
63;Não
62;Não
51;Não
49;Não
31;Não
30;Não
28;Não
10490;Não
10490;Não
24562;Não
24562;Não
23801;Sim
23801;Sim
200;Sim
182;Sim
181;Sim
129;Sim
125;Sim
13;Sim
200;Sim
182;Sim
181;Sim
129;Sim
125;Sim
13;Sim
26138;Sim
20948;Sim
26138;Sim
20948;Sim
26132;Sim
26132;Sim
10186;Não
10151;Não
10064;Não
10063;Não
10062;Não
10025;Não
10022;Não
10186;Não
10151;Não
10064;Não
10063;Não
10062;Não
10025;Não
10022;Não
10493;Não
10492;Não
10491;Não
10485;Não
10399;Não
10493;Não
10492;Não
10491;Não
39428;SIM
10485;Não
10399;Não
8163;Não
8162;Não
7987;Não
7876;Não
7875;Não
7874;Não
7872;Não
7871;Não
7869;Não
7868;Não
7866;Não
184;Não
127;Não
8163;Não
8162;Não
7987;Não
7876;Não
7875;Não
7874;Não
7872;Não
7871;Não
7869;Não
7868;Não
7866;Não
184;Não
127;Não
10131;Não
10131;Não
24170;Não
23044;Não
24170;Não
23044;Não
20482;Não
20482;Não
10699;Não
10585;Não
10579;Não
10515;Não
10514;Não
10509;Não
10496;Não
10429;Não
10699;Não
10585;Não
10579;Não
10515;Não
10514;Não
10509;Não
10496;Não
10429;Não
10316;Não
10316;Não
10631;Não
10631;Não
9878;Não
9859;Não
9878;Não
9859;Não
10315;Não
10313;Não
10312;Não
10311;Não
10305;Não
10315;Não
10313;Não
10312;Não
10311;Não
10305;Não
10630;Não
10629;Não
10628;Não
38907;SIM
38904;SIM
10500;Não
10364;Não
10363;Não
10630;Não
10629;Não
10628;Não
10500;Não
10364;Não
10363;Não
10751;Não
10751;Não
10108;Não
10108;Não
13188;Não
13188;Não
23056;Não
23030;Não
23016;Não
23056;Não
23030;Não
23016;Não
24551;Não
24551;Não
38619;SIM
19086;Não
19086;Não
39401;Sim
39383;Sim
39374;Sim
39373;Sim
39354;Sim
39353;Sim
39352;Sim
39348;Sim
39322;Sim
39319;Sim
39301;Sim
39261;Sim
39259;Sim
39249;Sim
39242;Sim
39241;Sim
39226;Sim
39223;Sim
39206;Sim
39204;Sim
39200;Sim
39133;Sim
39103;Sim
39098;Sim
38984;Sim
38964;Sim
38911;Sim
38910;Sim
38909;Sim
38741;Sim
38625;Sim
38621;Sim
38620;Sim
38615;Sim
38613;Sim
38611;Sim
38609;Sim
38571;Sim
38567;Sim
38543;Sim
38485;Sim
38414;Sim
38412;Sim
38411;Sim
38410;Sim
38409;Sim
38408;Sim
38407;Sim
38380;Sim
38379;Sim
38333;Sim
38332;Sim
38331;Sim
38330;Sim
38270;Sim
38267;Sim
38266;Sim
38220;Sim
38166;Sim
38145;Sim
38144;Sim
38133;Sim
38132;Sim
38121;Sim
38094;Sim
38091;Sim
38090;Sim
38083;Sim
37936;Sim
37929;Sim
37891;Sim
37738;Sim
37737;Sim
37675;Sim
37546;Sim
37462;Sim
37421;Sim
37388;Sim
37387;Sim
37301;Sim
37225;Sim
37133;Sim
36993;Sim
36992;Sim
36989;Sim
36988;Sim
36987;Sim
36986;Sim
36985;Sim
36975;Sim
36972;Sim
36871;Sim
36855;Sim
36854;Sim
36853;Sim
37877;SIM
33258;Sim
39401;Sim
39383;Sim
39374;Sim
39373;Sim
39354;Sim
39353;Sim
39352;Sim
39348;Sim
39322;Sim
39319;Sim
39301;Sim
39261;Sim
39259;Sim
39249;Sim
39242;Sim
39241;Sim
39226;Sim
39223;Sim
39206;Sim
39204;Sim
39200;Sim
39133;Sim
39103;Sim
39098;Sim
38984;Sim
38964;Sim
38911;Sim
38910;Sim
38909;Sim
38741;Sim
38625;Sim
38621;Sim
38620;Sim
38615;Sim
38613;Sim
38611;Sim
38609;Sim
38571;Sim
38567;Sim
38543;Sim
38485;Sim
38414;Sim
38412;Sim
38411;Sim
38410;Sim
38409;Sim
38408;Sim
38407;Sim
38380;Sim
38379;Sim
38333;Sim
38332;Sim
38331;Sim
38330;Sim
38270;Sim
38267;Sim
38266;Sim
38220;Sim
38166;Sim
38145;Sim
38144;Sim
38133;Sim
38132;Sim
38121;Sim
38094;Sim
38091;Sim
38090;Sim
38083;Sim
37936;Sim
37929;Sim
37891;Sim
37738;Sim
37737;Sim
37675;Sim
37546;Sim
37462;Sim
37421;Sim
37388;Sim
37387;Sim
37301;Sim
37225;Sim
37133;Sim
36993;Sim
36992;Sim
36989;Sim
36988;Sim
36987;Sim
36986;Sim
36985;Sim
36975;Sim
55212;NÃO
36972;Sim
36871;Sim
36855;Sim
36854;Sim
55205;SIM
36853;Sim
33258;Sim
40887;Sim
40875;Sim
40722;Sim
40658;Sim
40647;Sim
40638;Sim
40547;Sim
40546;Sim
40545;Sim
45431;SIM
45426;SIM
40524;Sim
40522;Sim
45417;SIM
40518;Sim
40380;Sim
40379;Sim
45398;SIM
40378;Sim
40377;Sim
45377;SIM
40341;Sim
45369;SIM
40329;Sim
40299;Sim
40295;Sim
45348;SIM
40289;Sim
45333;SIM
45329;SIM
40288;Sim
45153;SIM
40286;Sim
44948;SIM
40285;Sim
40278;Sim
40141;Sim
40140;Sim
42889;NÃO
42888;NÃO
40053;Sim
40051;Sim
40050;Sim
40025;Sim
39878;Sim
39837;Sim
39817;Sim
39816;Sim
39815;Sim
39812;Sim
39789;Sim
39788;Sim
39786;Sim
42874;NÃO
39782;Sim
39781;Sim
39780;Sim
42869;NÃO
39779;Sim
39778;Sim
39777;Sim
42578;NÃO
42574;NÃO
39774;Sim
42569;NÃO
39768;Sim
39758;Sim
39730;Sim
39653;Sim
39649;Sim
39494;Sim
39493;Sim
39483;Sim
39436;Sim
39434;Sim
39433;Sim
40887;Sim
40875;Sim
40722;Sim
40658;Sim
40647;Sim
40638;Sim
40547;Sim
40546;Sim
40545;Sim
40524;Sim
40522;Sim
42094;NÃO
40518;Sim
40380;Sim
40379;Sim
40378;Sim
40377;Sim
40341;Sim
40329;Sim
40299;Sim
40295;Sim
40289;Sim
40288;Sim
40286;Sim
40285;Sim
40278;Sim
40141;Sim
40140;Sim
41478;NÃO
40053;Sim
40051;Sim
40050;Sim
40025;Sim
39878;Sim
39837;Sim
39817;Sim
39816;Sim
39815;Sim
39812;Sim
39789;Sim
39788;Sim
39786;Sim
39782;Sim
39781;Sim
39780;Sim
39779;Sim
39778;Sim
39777;Sim
39774;Sim
39768;Sim
39758;Sim
39730;Sim
39653;Sim
39649;Sim
39494;Sim
39493;Sim
39483;Sim
39436;Sim
39434;Sim
39433;Sim
45150;Sim
45150;Sim
9892;Não
9892;Não
39142;Não
39142;Não
12978;Não
12978;Não
13053;Não
13051;Não
13053;Não
13051;Não
8859;Não
8608;Não
8529;Não
8454;Não
8859;Não
8608;Não
8529;Não
8454;Não
11125;Não
11125;Não
8295;Não
8295;Não
24557;Não
24550;Não
24557;Não
24550;Não
38610;Sim
38143;Sim
38610;Sim
38143;Sim
41153;Não
41153;Não
10137;Sim
10137;Sim
8767;Sim
8767;Sim
9958;Sim
9955;Sim
9954;Sim
9951;Sim
9934;Sim
9933;Sim
9932;Sim
9902;Sim
9885;Sim
9884;Sim
9877;Sim
9876;Sim
9869;Sim
9865;Sim
9864;Sim
9856;Sim
9855;Sim
9854;Sim
9853;Sim
9848;Sim
9847;Sim
9846;Sim
9845;Sim
9842;Sim
9841;Sim
9840;Sim
9839;Sim
9838;Sim
9832;Sim
9827;Sim
9825;Sim
9822;Sim
9818;Sim
9812;Sim
9780;Sim
9779;Sim
9765;Sim
9735;Sim
9678;Sim
9676;Sim
9958;Sim
9955;Sim
9954;Sim
9951;Sim
9934;Sim
9933;Sim
9932;Sim
9902;Sim
9885;Sim
9884;Sim
9877;Sim
9876;Sim
9869;Sim
9865;Sim
9864;Sim
9856;Sim
9855;Sim
9854;Sim
9853;Sim
9848;Sim
9847;Sim
9846;Sim
9845;Sim
9842;Sim
9841;Sim
9840;Sim
9839;Sim
9838;Sim
9832;Sim
9827;Sim
9825;Sim
9822;Sim
9818;Sim
9812;Sim
39610;NÃO
9780;Sim
9779;Sim
9765;Sim
9735;Sim
9678;Sim
39511;NÃO
9676;Sim
10334;Sim
10318;Sim
10288;Sim
10279;Sim
10278;Sim
10242;Sim
10235;Sim
55212;NÃO
10234;Sim
10233;Sim
10221;Sim
10220;Sim
55205;SIM
10219;Sim
10218;Sim
10217;Sim
10216;Sim
10212;Sim
10206;Sim
10198;Sim
10196;Sim
10139;Sim
10138;Sim
10136;Sim
45431;SIM
45426;SIM
10135;Sim
10134;Sim
45417;SIM
10133;Sim
10132;Sim
10130;Sim
45398;SIM
10129;Sim
10122;Sim
45377;SIM
10117;Sim
45369;SIM
10116;Sim
10109;Sim
10095;Sim
45348;SIM
10093;Sim
45333;SIM
45329;SIM
10084;Sim
45153;SIM
10083;Sim
44948;SIM
10082;Sim
10081;Sim
10080;Sim
10079;Sim
42889;NÃO
42888;NÃO
10076;Sim
10053;Sim
10016;Sim
10006;Sim
9975;Sim
9974;Sim
9973;Sim
9972;Sim
9971;Sim
10334;Sim
10318;Sim
10288;Sim
10279;Sim
42874;NÃO
10278;Sim
10242;Sim
10235;Sim
42869;NÃO
10234;Sim
10233;Sim
10221;Sim
42578;NÃO
42574;NÃO
10220;Sim
42569;NÃO
10219;Sim
10218;Sim
10217;Sim
10216;Sim
10212;Sim
10206;Sim
10198;Sim
10196;Sim
10139;Sim
10138;Sim
10136;Sim
10135;Sim
10134;Sim
10133;Sim
10132;Sim
10130;Sim
10129;Sim
10122;Sim
10117;Sim
10116;Sim
10109;Sim
10095;Sim
42094;NÃO
10093;Sim
10084;Sim
10083;Sim
10082;Sim
10081;Sim
10080;Sim
10079;Sim
10076;Sim
10053;Sim
10016;Sim
10006;Sim
9975;Sim
9974;Sim
9973;Sim
9972;Sim
9971;Sim
41478;NÃO
10715;Sim
10714;Sim
10709;Sim
10708;Sim
10688;Sim
10670;Sim
10669;Sim
10668;Sim
10632;Sim
10603;Sim
10584;Sim
10582;Sim
10577;Sim
10570;Sim
10568;Sim
10567;Sim
10566;Sim
10538;Sim
10537;Sim
10536;Sim
10535;Sim
10534;Sim
10533;Sim
10532;Sim
10531;Sim
10530;Sim
10528;Sim
10527;Sim
10522;Sim
10521;Sim
10519;Sim
10518;Sim
10513;Sim
10512;Sim
10511;Sim
10510;Sim
10506;Sim
10505;Sim
10465;Sim
10448;Sim
10447;Sim
10441;Sim
10440;Sim
10439;Sim
10417;Sim
10416;Sim
10415;Sim
10414;Sim
10413;Sim
10411;Sim
10410;Sim
10409;Sim
10408;Sim
10407;Sim
10396;Sim
10395;Sim
10394;Sim
10393;Sim
10371;Sim
10370;Sim
10369;Sim
10368;Sim
10367;Sim
10355;Sim
10352;Sim
10715;Sim
10714;Sim
10709;Sim
10708;Sim
10688;Sim
10670;Sim
10669;Sim
10668;Sim
10632;Sim
10603;Sim
10584;Sim
10582;Sim
10577;Sim
10570;Sim
10568;Sim
10567;Sim
10566;Sim
10538;Sim
10537;Sim
10536;Sim
10535;Sim
10534;Sim
10533;Sim
10532;Sim
10531;Sim
10530;Sim
10528;Sim
10527;Sim
10522;Sim
10521;Sim
10519;Sim
10518;Sim
10513;Sim
10512;Sim
10511;Sim
10510;Sim
10506;Sim
10505;Sim
10465;Sim
10448;Sim
10447;Sim
10441;Sim
10440;Sim
10439;Sim
10417;Sim
10416;Sim
10415;Sim
10414;Sim
10413;Sim
10411;Sim
10410;Sim
10409;Sim
10408;Sim
10407;Sim
10396;Sim
10395;Sim
10394;Sim
10393;Sim
10371;Sim
10370;Sim
10369;Sim
10368;Sim
10367;Sim
10355;Sim
10352;Sim
10779;Sim
10744;Sim
10743;Sim
10742;Sim
10741;Sim
10727;Sim
10722;Sim
10779;Sim
10744;Sim
10743;Sim
10742;Sim
10741;Sim
10727;Sim
39610;NÃO
10722;Sim
13285;Sim
13284;Sim
13283;Sim
13279;Sim
39511;NÃO
13278;Sim
13285;Sim
13284;Sim
13283;Sim
13279;Sim
13278;Sim
11184;Sim
11184;Sim
